Date and Time of initial call,Borough,Property,Location,Species Description,Species Status,Animal Condition,Animal Class,Final Ranger Action,# of Animals,Year,full_address
2021-05-20 11:00:00,Staten Island,Wolfe's Pond Park,Near Wolfe's Pond,canada goose,Native,Injured,Birds,ACC,1.0,2021,"Wolfe's Pond Park, Staten Island, NY"
2021-05-19 09:30:00,Manhattan,Hudson River Park,Hudson River at West 26th Street,canada goose,Native,Injured,Birds,Advised/Educated others,1.0,2021,"Hudson River Park, Manhattan, NY"
2021-05-19 10:30:00,Queens,Kissena Park,Rose and Oak Avenue,mallard duck,Native,Healthy,Birds,Advised/Educated others,5.0,2021,"Kissena Park, Queens, NY"
2021-05-19 16:30:00,Bronx,Pelham Bay Park,Turtle Cove,white-tailed deer,Native,Injured,Deer,Unfounded,0.0,2021,"Pelham Bay Park, Bronx, NY"
2021-05-19 11:33:00,Queens,Alley Pond Park,Oakland Lake,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2021,"Alley Pond Park, Queens, NY"
2021-05-19 10:25:00,Bronx,Van Cortlandt Park,Womens Comfort Station at Maintenance and Operations headquarters,raccoon,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,2.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-05-18 13:00:00,Bronx,Van Cortlandt Park,Trail by Nature Center,corn snake,Exotic,Healthy,Terrestrial Reptile or Amphibian,ACC,1.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-05-18 09:30:00,Brooklyn,Prospect Park,Under Terrace Bridge,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Prospect Park, Brooklyn, NY"
2021-05-16 14:15:00,Staten Island,Wolfe's Pond Park,Behind Acme Pond by Tottenville H.S Eyelandt and Luden,raccoon,Native,Healthy,Small Mammals-RVS,Unfounded,0.0,2021,"Wolfe's Pond Park, Staten Island, NY"
2021-05-17 12:30:00,Manhattan,Fort Washington Park,151 Street and Riverside Drive,muskrat,Native,Injured,Small Mammals-non RVS,Unfounded,0.0,2021,"Fort Washington Park, Manhattan, NY"
2021-05-15 17:00:00,Bronx,Pelham Bay Park,Ohm and Middletown,rock dove,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2021,"Pelham Bay Park, Bronx, NY"
2021-05-15 11:30:00,Bronx,Van Cortlandt Park,John Kieran Trail,bat (unknown),Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-05-12 16:04:00,Queens,Socrates Sculpture Park,Hallets Cove Beach,mute swan,Invasive,Injured,Birds,Rehabilitator,1.0,2021,"Socrates Sculpture Park, Queens, NY"
2021-05-14 09:55:00,Staten Island,Clove Lakes Park,Barbecue Area,domestic turkey,Domestic,Healthy,Domestic;#Birds,ACC,1.0,2021,"Clove Lakes Park, Staten Island, NY"
2021-05-13 16:30:00,Manhattan,Fort Tryon Park,Anne Loftus Playground,virginia opossum,Native,Unhealthy,Small Mammals-non RVS,Rehabilitator,1.0,2021,"Fort Tryon Park, Manhattan, NY"
2021-05-13 13:00:00,Staten Island,Clove Lakes Park,bridge near the Stonehouse restaurant,common grackle,Native,Injured,Birds,Advised/Educated others,1.0,2021,"Clove Lakes Park, Staten Island, NY"
2021-05-13 11:30:00,Brooklyn,Brooklyn Bridge Park,Pier 2 Basketball courts,european starling,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2021,"Brooklyn Bridge Park, Brooklyn, NY"
2021-05-13 10:00:00,Brooklyn,Prospect Park,Bandshell,ovenbird,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2021,"Prospect Park, Brooklyn, NY"
2021-05-13 11:15:00,Queens,Kissena Park,Kissena Pond trail to the right of Rose Avenue and Oak Avenue,mute swan,Invasive,Healthy,Birds,Advised/Educated others,2.0,2021,"Kissena Park, Queens, NY"
2021-05-12 16:04:00,Queens,Socrates Sculpture Park,Hallet's Cove Beach,mute swan,Invasive,Injured,Birds,Monitored Animal,1.0,2021,"Socrates Sculpture Park, Queens, NY"
2021-05-12 16:04:00,Queens,Socrates Sculpture Park,Hallet's Cove Beach,mute swan,Invasive,Injured,Birds,Monitored Animal,1.0,2021,"Socrates Sculpture Park, Queens, NY"
2021-05-10 17:00:00,Manhattan,Central Park,Conservatory Water,mallard duck,Native,Healthy,Birds,Advised/Educated others,2.0,2021,"Central Park, Manhattan, NY"
2021-05-12 08:45:00,Queens,Rockaway Beach and Boardwalk,Between Beach 32-45,dog,Domestic,Healthy,Domestic,Unfounded,0.0,2021,"Rockaway Beach and Boardwalk, Queens, NY"
2021-05-11 17:50:00,Staten Island,Blue Heron Park,Blue Heron Nature Center,house sparrow,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2021,"Blue Heron Park, Staten Island, NY"
2021-05-11 14:15:00,Staten Island,Bradys Pond Park,Hylan Blvd.,mallard duck,Native,Healthy,Birds,Unfounded,0.0,2021,"Bradys Pond Park, Staten Island, NY"
2021-05-11 12:00:00,Brooklyn,Prospect Park,Vicinity of Prospect Park Garage,raccoon,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Prospect Park, Brooklyn, NY"
2020-08-12 12:15:00,Queens,Baisley Pond Park,111th Ave,duck (unknown),Native,Injured,Birds,Unfounded,0.0,2020,"Baisley Pond Park, Queens, NY"
2021-05-11 14:00:00,Bronx,Barretto Point Park,Restrooms,eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2021,"Barretto Point Park, Bronx, NY"
2021-05-11 11:00:00,Bronx,St. James Recreation Center,Rec Center,ovenbird,Native,Healthy,Birds,Monitored Animal,1.0,2021,"St. James Recreation Center, Bronx, NY"
2021-05-11 11:10:00,Queens,Alley Pond Park,Oakland Lake near Cloverdale Blvd and 46 Ave,canada goose,Native,Unhealthy,Birds,Monitored Animal,1.0,2021,"Alley Pond Park, Queens, NY"
2021-05-10 10:15:00,Brooklyn,Henry Chapin Playgorund,Playground,budgerigar parakeet,Domestic,Injured,Birds;#Domestic,Unfounded,0.0,2021,"Henry Chapin Playgorund, Brooklyn, NY"
2021-05-10 13:00:00,Manhattan,Playground Eighty Nine LXXXIX,In the Horticulture area of the Playground,eastern gray squirrel,Native,Injured,Small Mammals-non RVS,Rehabilitator,1.0,2021,"Playground Eighty Nine LXXXIX, Manhattan, NY"
2021-05-10 10:15:00,Bronx,Crotona Park,1700 Fulton Ave,cat,Domestic,Healthy,Domestic,ACC,1.0,2021,"Crotona Park, Bronx, NY"
2021-05-10 13:00:00,Queens,Alley Pond Park Oakland Lake,Oakland Lake near Cloverdale Blvd and 46 Ave,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2021,"Alley Pond Park Oakland Lake, Queens, NY"
2021-05-09 14:00:00,Brooklyn,Marine Park,Salt Marsh Nature Center,house sparrow,Native,Injured,Birds,ACC,1.0,2021,"Marine Park, Brooklyn, NY"
2021-05-08 14:30:00,Queens,Flushing Meadows Corona Park,Fountain of the Planets,american robin,Native,Injured,Birds,Rehabilitator,1.0,2021,"Flushing Meadows Corona Park, Queens, NY"
2021-05-08 11:00:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,Near track facility's Garage,ring-billed gull,Native,Injured,Birds,Rehabilitator,1.0,2021,"Ocean Breeze Track & Field Athletic Complex, Staten Island, NY"
2021-05-08 12:00:00,Manhattan,St. Nicholas Park,West 135th near the stairs,house sparrow,Native,Healthy,Birds,Advised/Educated others,1.0,2021,"St. Nicholas Park, Manhattan, NY"
2021-05-08 08:56:00,Queens,Alley Pond Park,"White Trail 40.7496885, -73.7438607",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Alley Pond Park, Queens, NY"
2021-05-06 12:45:00,Manhattan,Central Park,Reservoir,canada goose,Native,,Birds,Advised/Educated others,0.0,2021,"Central Park, Manhattan, NY"
2021-05-07 14:00:00,Brooklyn,Coney Island Beach &amp; Boardwalk,Coney Island Aquarium,red-eared slider,Invasive,Healthy,Terrestrial Reptile or Amphibian,ACC,1.0,2021,"Coney Island Beach &amp; Boardwalk, Brooklyn, NY"
2021-05-07 10:27:00,Queens,Forest Park,"Myrtle Ave and Freedom Dr 40.701828933636016, -73.84943537384547",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Forest Park, Queens, NY"
2021-05-07 13:00:00,Manhattan,Hudson River Park,Hudson River at West 34th Street,canada goose,Native,Healthy,Birds,Monitored Animal,1.0,2021,"Hudson River Park, Manhattan, NY"
2021-05-06 13:10:00,Manhattan,Andrew Haswell Green Park,East River and East 61st St,mallard duck,Native,Healthy,Birds,Unfounded,0.0,2021,"Andrew Haswell Green Park, Manhattan, NY"
2021-04-30 11:20:00,Staten Island,Levy Park,"40.63393, -74.12911",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Levy Park, Staten Island, NY"
2021-05-07 13:00:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,canada goose,Native,Healthy,Birds,Monitored Animal,1.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-05-06 16:00:00,Brooklyn,Roebling Playground,Hopscotch court,house sparrow,Native,Injured,Birds,Unfounded,0.0,2021,"Roebling Playground, Brooklyn, NY"
2021-05-05 17:03:00,Queens,Hallets Cove Park,Hallets Cove shoreline,domestic duck,Domestic,Injured,Domestic;#Birds,Rehabilitator,1.0,2021,"Hallets Cove Park, Queens, NY"
2021-05-06 07:30:00,Staten Island,Blue Heron Park,Nature Center,chicken,Domestic,Unhealthy,Domestic;#Birds,ACC,7.0,2021,"Blue Heron Park, Staten Island, NY"
2021-05-05 10:55:00,Manhattan,Central Park,"Northeast of Bethesda Fountain (40.774729, -73.971212)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Central Park, Manhattan, NY"
2021-05-05 08:00:00,Manhattan,Central Park,North Meadow,red-eared slider,Invasive,Healthy,Terrestrial Reptile or Amphibian,Advised/Educated others,1.0,2021,"Central Park, Manhattan, NY"
2021-05-04 13:15:00,Queens,Flushing Meadows Corona Park,Boathouse parking lot,domestic duck,Domestic,Injured,Domestic;#Birds,Unfounded,0.0,2021,"Flushing Meadows Corona Park, Queens, NY"
2021-05-04 08:30:00,Queens,Alley Pond Park,"Oakland Lake, Cloverdale Blvd and 46 Ave",canada goose,Native,Injured,Birds,Monitored Animal,1.0,2021,"Alley Pond Park, Queens, NY"
2021-05-03 16:55:00,Queens,Kissena Park,Near bocce courts,domestic goose,Domestic,Injured,Birds,Unfounded,0.0,2021,"Kissena Park, Queens, NY"
2021-05-03 14:50:00,Staten Island,Bloomingdale Park,End of Maguire Ave,cat,Domestic,Healthy,Domestic,ACC,1.0,2021,"Bloomingdale Park, Staten Island, NY"
2021-05-03 11:39:00,Manhattan,Fort Tryon Park,Trail East of the Cloisters,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Fort Tryon Park, Manhattan, NY"
2021-05-03 09:00:00,Manhattan,Madison Square Park,On Sidewalk,rose-breasted grosbeak,Native,Healthy,Birds,Advised/Educated others,1.0,2021,"Madison Square Park, Manhattan, NY"
2021-05-02 18:00:00,Manhattan,Central Park,Harlem Meer,mallard duck,Native,Healthy,Birds,Unfounded,0.0,2021,"Central Park, Manhattan, NY"
2021-05-03 13:55:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake Dam,mute swan,Invasive,Healthy,Birds,Relocated/Condition Corrected,6.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-05-02 10:45:00,Queens,Flushing Meadows Corona Park,Pat Dolan Trail,muskrat,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2021,"Flushing Meadows Corona Park, Queens, NY"
2021-05-01 16:40:00,Queens,Broad Channel American Park,Parking Lot,herring gull,Native,Injured,Birds,Unfounded,0.0,2021,"Broad Channel American Park, Queens, NY"
2021-05-01 15:20:00,Bronx,Van Cortlandt Park,In front of the Nature Center,domestic duck,Domestic,Healthy,Domestic;#Birds,Rehabilitator,1.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-04-30 16:00:00,Bronx,Van Cortlandt Park,In front of the Nature Center,domestic rabbit,Domestic,Healthy,Domestic;#Small Mammals-non RVS,ACC,1.0,2021,"Van Cortlandt Park, Bronx, NY"
2021-04-30 12:12:00,Manhattan,Central Park,Mounted Command,raccoon,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Central Park, Manhattan, NY"
2021-04-30 12:00:00,Queens,Rockaway Beach and Boardwalk,Shoreline and Beach 56th Place,great black-backed gull,Native,Injured,Birds,ACC,1.0,2021,"Rockaway Beach and Boardwalk, Queens, NY"
2021-04-29 10:30:00,Manhattan,Central Park,Ball Field 5 behind North Meadow,red-tailed hawk,Native,Injured,Raptors,Rehabilitator,1.0,2021,"Central Park, Manhattan, NY"
2021-04-29 09:20:00,Bronx,Ewen Park,3060 Johnson Avenue,raccoon,Native,Injured,Small Mammals-RVS,Unfounded,0.0,2021,"Ewen Park, Bronx, NY"
2021-04-28 13:30:00,Staten Island,Westerleigh Park,Under a tree by the gazebo,eastern gray squirrel,Native,Injured,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2021,"Westerleigh Park, Staten Island, NY"
2021-04-28 11:00:00,Manhattan,Central Park,South East of Lasker Rink,red-tailed hawk,Native,Injured,Raptors,Monitored Animal,1.0,2021,"Central Park, Manhattan, NY"
2021-04-27 14:00:00,Manhattan,Central Park,Central Park Pond South East of Gapstow Bridge,canada goose,Native,Healthy,Birds,Monitored Animal,2.0,2021,"Central Park, Manhattan, NY"
2021-04-28 10:30:00,Bronx,Williamsbridge Oval,Tennis Courts,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Williamsbridge Oval, Bronx, NY"
2021-04-28 11:35:00,Queens,Forest Park,Behind Forest Park Visitor Center,american robin,Native,DOA,Birds,Relocated/Condition Corrected,1.0,2021,"Forest Park, Queens, NY"
2021-04-26 15:25:00,Queens,Forest Park,"40.699907, -73.854678",raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Forest Park, Queens, NY"
2021-04-26 16:00:00,Staten Island,Willowbrook Park,Maintenance Office,yellow-bellied slider,Exotic,Injured,Terrestrial Reptile or Amphibian,ACC,1.0,2021,"Willowbrook Park, Staten Island, NY"
2021-04-27 16:30:00,Queens,Bayswater Park,Bay 32nd St and Beach Channel Dr,cat,Domestic,Unhealthy,Domestic,Unfounded,0.0,2021,"Bayswater Park, Queens, NY"
2021-04-27 18:00:00,Queens,Forest Park,Golf course parking lot,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Forest Park, Queens, NY"
2021-04-27 17:00:00,Queens,Forest Park,"40.700348, -73.859968",raccoon,Native,Injured,Small Mammals-RVS,ACC,1.0,2021,"Forest Park, Queens, NY"
2021-04-27 14:00:00,Bronx,Williamsbridge Oval,Staircase by Tennis Courts,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2021,"Williamsbridge Oval, Bronx, NY"
2021-04-27 10:00:00,Manhattan,Carl Schurz Park,Gracie Mansion Back Yard,eastern cottontail rabbit,Native,Healthy,Small Mammals-non RVS,Advised/Educated others,3.0,2021,"Carl Schurz Park, Manhattan, NY"
2021-04-26 20:00:00,Manhattan,Carl Schurz Park,Gracie Mansion Back Yard,red-tailed hawk,Native,Injured,Raptors,Unfounded,0.0,2021,"Carl Schurz Park, Manhattan, NY"
2021-04-27 08:54:00,Queens,Highland Park,"Near the tennis courts, Jamaica Ave & Warwick St.",virginia opossum,Native,Unhealthy,Small Mammals-non RVS,ACC,1.0,2021,"Highland Park, Queens, NY"
2021-04-26 15:15:00,Queens,Forest Park,Mary Whalen Playground,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2021,"Forest Park, Queens, NY"
2021-04-26 08:45:00,Manhattan,Central Park,63rd St & Central Park West,red-tailed hawk,Native,Injured,Raptors,Advised/Educated others,1.0,2021,"Central Park, Manhattan, NY"
2021-04-25 14:40:00,Queens,Baisley Pond Park,"155th St and 121st Ave, near Mother Carter Garden",dog,Domestic,Healthy,Domestic,ACC,1.0,2021,"Baisley Pond Park, Queens, NY"
2021-04-24 12:26:00,Queens,Fort Totten Park,Building 134,eastern gray squirrel,Native,Healthy,Small Mammals-non RVS,Rehabilitator,3.0,2021,"Fort Totten Park, Queens, NY"
2021-04-24 16:00:00,Manhattan,Central Park,Jacqueline Kennedy Onassis Reservoir,canada goose,Native,Healthy,Birds,Advised/Educated others,1.0,2021,"Central Park, Manhattan, NY"
2021-04-23 14:45:00,Manhattan,Morningside Park,120th St and Morningside Dr,raccoon,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Morningside Park, Manhattan, NY"
2021-04-23 14:00:00,Manhattan,Central Park,Ramble,eastern coyote,Native,Healthy,Coyotes,Unfounded,0.0,2021,"Central Park, Manhattan, NY"
2021-04-22 10:00:00,Bronx,Williamsbridge Oval,Maintenance & Operations office,red-tailed hawk,Native,Injured,Raptors,Rehabilitator,1.0,2021,"Williamsbridge Oval, Bronx, NY"
2021-04-23 14:30:00,Manhattan,Fort Tryon Park,196th and Broadway Dongan Field,raccoon,Native,Healthy,Small Mammals-RVS,Advised/Educated others,1.0,2021,"Fort Tryon Park, Manhattan, NY"
2021-04-22 17:00:00,Manhattan,High Line Park,Washington St and Gansevoort St,red-bellied woodpecker,Native,Injured,Birds,Rehabilitator,1.0,2021,"High Line Park, Manhattan, NY"
2021-04-23 08:09:00,Queens,Baisley Pond Park,"Lakeview Blvd E, between 118 Ave and 119 Ave",raccoon,Native,Healthy,Small Mammals-RVS,Rehabilitator,5.0,2021,"Baisley Pond Park, Queens, NY"
2021-04-22 17:00:00,Queens,Flushing Meadows Corona Park,Tide Gate Bridge,double-crested cormorant,Native,Injured,Birds,Rehabilitator,1.0,2021,"Flushing Meadows Corona Park, Queens, NY"
2021-04-22 12:00:00,Queens,Bayswater Park,"40.59793021807102, -73.76807871895754",atlantic menhaden,Native,DOA,Fish-numerous quantity,Advised/Educated others,75.0,2021,"Bayswater Park, Queens, NY"
2021-04-22 07:30:00,Manhattan,Central Park,West Drive Between West 59th and West 63rd,raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2021,"Central Park, Manhattan, NY"
2021-04-21 17:30:00,Queens,Cunningham Park,210th St and 68th Ave,eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Advised/Educated others,1.0,2021,"Cunningham Park, Queens, NY"
2021-04-21 14:45:00,Manhattan,Sherman Creek,Swindlers Cove,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2021,"Sherman Creek, Manhattan, NY"
2021-04-21 10:00:00,Manhattan,Central Park,77 St and Central Park West,raccoon,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2021,"Central Park, Manhattan, NY"
2021-04-20 08:00:00,Brooklyn,Owl's Head Park,Colonial Rd and 67th St,chicken,Domestic,Healthy,Domestic;#Birds,Unfounded,0.0,2021,"Owl's Head Park, Brooklyn, NY"
2021-04-19 17:00:00,Queens,Alley Pond Park,Oakland Lake,domestic duck,Domestic,Healthy,Birds;#Domestic,ACC,3.0,2021,"Alley Pond Park, Queens, NY"
2021-04-19 17:45:00,Brooklyn,Parade Ground,Bowling Green Cottage Field,chicken,Domestic,DOA,Domestic;#Birds,Relocated/Condition Corrected,1.0,2021,"Parade Ground, Brooklyn, NY"
2021-04-19 11:00:00,Manhattan,Central Park,The Mall,red-tailed hawk,Native,Injured,Raptors,Unfounded,0.0,2021,"Central Park, Manhattan, NY"
2021-04-19 15:15:00,Brooklyn,Marine Park,Burnett St and Avenue U,virginia opossum,Native,Unhealthy,Small Mammals-non RVS,Unfounded,0.0,2021,"Marine Park, Brooklyn, NY"
2021-04-19 12:25:00,Staten Island,Cedar Grove Park,Cedar Grove field on Cedar Grove Rd,brant goose,Native,Injured,Birds,Monitored Animal,1.0,2021,"Cedar Grove Park, Staten Island, NY"
2021-04-19 09:30:00,Bronx,Macombs Dam Park,Upper level track area,virginia opossum,Native,Healthy,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2021,"Macombs Dam Park, Bronx, NY"
2021-04-18 15:50:00,Queens,Forest Park,Golf Course,striped skunk,Native,Injured,Small Mammals-RVS,Unfounded,0.0,2021,"Forest Park, Queens, NY"
2021-04-18 10:15:00,Queens,Mafera Park,65th Pl and 68th Ave,eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Unfounded,0.0,2021,"Mafera Park, Queens, NY"
2021-04-17 19:00:00,Brooklyn,Brooklyn Bridge Park,Between Pier 3 and Pier 4,red-throated loon,Native,Unhealthy,Birds,Unfounded,0.0,2021,"Brooklyn Bridge Park, Brooklyn, NY"
2021-04-17 14:30:00,Manhattan,Central Park,Wild West Playground,raccoon,Native,Injured,Small Mammals-RVS,Unfounded,0.0,2021,"Central Park, Manhattan, NY"
2021-04-16 10:25:00,Manhattan,Carl Schurz Park,The gardens at Gracie Mansion,domestic rabbit,Domestic,Healthy,Domestic;#Small Mammals-non RVS,Unfounded,0.0,2021,"Carl Schurz Park, Manhattan, NY"
2021-04-16 08:30:00,Manhattan,Central Park,Within the 79th Street Yards facilities,dog,Domestic,Injured,Domestic,Relocated/Condition Corrected,1.0,2021,"Central Park, Manhattan, NY"
2021-04-15 09:30:00,Brooklyn,Dyker Beach Park,Bay 8 Playground,domestic rabbit,Domestic,Injured,Domestic;#Small Mammals-non RVS,ACC,1.0,2021,"Dyker Beach Park, Brooklyn, NY"
2021-04-15 09:30:00,Manhattan,Fort Tryon Park,Dongan Lawn,american robin,Native,DOA,Birds,Relocated/Condition Corrected,2.0,2021,"Fort Tryon Park, Manhattan, NY"
2021-04-15 08:15:00,Queens,Harvey Park,144th St and 20th Ave,european starling,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2021,"Harvey Park, Queens, NY"
2021-04-14 16:00:00,Brooklyn,Prospect Park,"40.658018,-73.967023",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2021,"Prospect Park, Brooklyn, NY"
2021-04-14 10:30:00,Manhattan,Central Park,Inside Wollman Rink facilities,cat,Domestic,Unhealthy,Domestic,ACC,1.0,2021,"Central Park, Manhattan, NY"
